COCONUT,COCONUT_COUPON
10033.0,639.5
10032.0,636.5
10032.5,637.5
10031.0,637.5
10031.0,638.5
10031.0,637.5
10032.0,638.5
10030.0,639.5
10030.0,639.0
10030.0,639.5
10031.5,639.5
10029.5,639.0
10032.0,639.5
10033.5,640.5
10035.0,641.5
10032.5,639.5
10031.5,640.5
10030.5,639.5
10031.5,640.5
10031.0,639.5
10031.0,640.0
10030.0,638.5
10029.0,638.0
10030.5,640.5
10031.0,641.5
10032.0,641.5
10034.0,641.5
10035.0,642.5
10034.5,643.5
10034.5,643.5
10035.0,645.5
10035.5,645.0
10035.5,644.5
10035.5,642.5
10036.0,643.5
10036.5,643.5
10035.5,644.0
10036.5,646.5
10036.0,645.5
10035.0,644.5
10036.0,645.5
10036.5,643.5
10037.0,642.5
10037.0,640.0
10036.0,639.5
10034.0,639.5
10034.5,640.5
10034.0,641.0
10034.0,639.5
10033.5,639.5
10033.0,639.5
10034.5,638.5
10035.5,639.5
10033.5,638.5
10033.0,637.5
10032.5,637.5
10032.0,636.5
10031.5,636.5
10029.5,636.5
10029.0,634.5
10029.0,635.5
10030.0,635.5
10030.0,634.5
10030.0,635.5
10029.5,634.5
10030.5,634.5
10030.0,633.5
10030.5,633.5
10029.5,634.5
10027.5,631.5
10027.0,631.5
10026.5,631.5
10028.5,632.5
10029.0,631.5
10028.5,630.5
10028.0,629.5
10029.0,632.5
10030.0,632.5
10030.0,633.5
10029.0,634.5
10029.0,635.5
10029.0,636.5
10027.5,635.5
10029.0,635.5
10027.0,634.5
10027.0,635.5
10027.5,634.5
10028.0,633.5
10029.0,633.5
10029.5,634.5
10028.5,634.5
10028.5,634.5
10029.0,632.5
10030.0,634.5
10030.0,635.5
10030.5,635.5
10031.0,633.5
10030.0,634.5
10031.0,637.5
10033.5,637.5
10033.0,638.5
10034.5,639.0
10034.5,637.5
10033.5,636.5
10034.5,637.5
10034.5,638.5
10035.5,639.5
10036.0,639.5
10036.5,639.5
10038.0,642.5
10037.5,642.5
10038.5,643.5
10038.5,643.5
10038.0,643.0
10036.5,642.5
10037.0,641.5
10039.0,642.5
10038.5,642.5
10038.5,641.5
10037.5,640.5
10037.5,640.5
10037.5,639.5
10037.5,639.5
10037.5,640.5
10037.0,638.5
10036.0,636.0
10036.0,636.5
10036.0,637.0
10038.0,636.5
10039.0,636.5
10037.5,634.5
10037.5,635.5
10038.0,635.5
10040.5,636.0
10038.5,632.5
10039.5,632.5
10039.5,633.5
10040.5,634.5
10039.0,632.5
10038.0,631.5
10037.5,630.5
10037.5,632.5
10037.5,634.5
10037.5,635.5
10037.0,635.5
10037.0,636.5
10037.0,635.5
10037.0,635.5
10037.5,634.5
10037.5,634.5
10038.0,633.5
10038.5,635.5
10038.0,634.5
10036.5,632.5
10036.5,630.0
10037.5,630.5
10036.5,630.0
10037.0,630.5
10037.5,630.5
10038.0,632.0
10035.0,631.5
10035.0,631.0
10034.0,629.5
10033.0,630.5
10033.5,632.5
10033.5,633.0
10031.5,633.5
10031.0,635.5
10032.5,636.5
10032.0,636.5
10031.5,636.5
10030.5,637.5
10031.5,639.0
10032.0,636.5
10032.0,635.5
10032.0,637.5
10031.5,638.5
10031.0,636.5
10031.5,637.5
10032.5,637.5
10034.0,637.5
10034.5,638.5
10033.0,637.5
10033.0,638.5
10034.0,637.5
10035.5,636.5
10035.5,636.5
10036.0,637.5
10036.0,637.5
10036.5,639.5
10035.5,638.5
10037.5,639.5
10038.0,640.5
10037.5,640.5
10038.0,641.5
10041.0,644.5
10041.0,644.5
10041.5,646.5
10042.5,648.5
10040.5,646.5
10040.5,645.5
10040.5,644.5
10040.5,644.5
10042.0,646.5
10041.5,646.5
10042.0,646.5
10042.5,646.5
10042.0,647.5
10041.5,646.5
10041.5,646.0
10040.0,644.5
10041.0,644.5
10042.5,646.5
10042.0,648.5
10043.5,648.0
10045.0,646.5
10046.5,648.5
10047.5,649.5
10047.0,648.5
10047.0,648.5
10046.5,648.5
10048.0,650.5
10048.0,651.5
10048.0,649.5
10048.0,648.5
10049.0,649.5
10048.5,648.5
10049.5,649.5
10051.0,648.5
10050.5,648.5
10049.5,650.0
10050.0,650.5
10049.0,650.5
10049.0,651.5
10050.0,653.0
10050.0,653.5
10050.0,653.5
10049.0,651.5
10049.5,652.5
10048.0,652.5
10047.0,651.5
10046.0,651.5
10049.0,653.5
10049.5,654.0
10051.5,655.5
10051.5,655.5
10050.5,653.5
10051.0,651.5
10052.0,651.5
10051.5,650.5
10050.5,651.5
10049.5,652.5
10048.0,651.0
10047.5,649.5
10047.0,649.5
10047.5,647.5
10046.5,648.5
10044.5,648.0
10042.5,648.5
10043.5,649.5
10043.0,649.0
10044.5,650.5
10045.5,652.5
10048.0,654.5
10046.0,653.5
10047.0,655.0
10046.0,654.5
10046.0,655.5
10047.5,657.5
10046.0,655.5
10046.5,657.5
10046.0,658.5
10046.5,657.5
10044.0,656.5
10043.5,655.5
10043.0,654.5
10042.5,653.5
10041.0,652.5
10040.0,651.5
10040.0,652.5
10040.0,654.5
10040.5,654.5
10041.0,655.5
10041.5,657.5
10042.5,658.5
10042.5,659.5
10043.5,659.5
10043.5,658.5
10044.0,658.5
10042.5,659.5
10041.5,658.5
10041.0,659.5
10041.0,660.5
10039.0,659.5
10039.0,658.5
10038.5,659.5
10039.5,659.5
10040.5,660.5
10041.5,660.5
10040.0,660.5
10040.5,660.5
10041.0,661.5
10040.5,661.5
10037.5,659.5
10036.5,659.5
10036.0,659.5
10038.0,659.5
10039.5,662.5
10040.0,662.5
10040.5,662.5
10040.0,661.5
10039.5,661.5
10040.0,661.5
10039.5,660.5
10040.0,662.0
10040.0,660.5
10041.5,661.5
10041.0,660.5
10041.5,659.5
10040.5,658.0
10043.0,659.5
10043.0,658.5
10042.5,658.5
10043.5,656.5
10044.5,658.5
10043.5,659.5
10041.5,657.5
10041.5,658.5
10041.0,660.5
10043.5,661.5
10042.0,661.5
10039.0,660.5
10039.0,660.5
10040.0,662.5
10040.5,663.5
10040.5,663.5
10042.0,664.5
10042.0,664.5
10042.0,665.5
10044.5,666.5
10044.5,667.5
10044.0,667.5
10044.5,669.5
10046.0,671.0
10046.0,670.5
10044.0,672.5
10043.0,671.5
10043.0,670.5
10043.5,671.5
10043.0,670.5
10044.0,670.5
10046.0,672.5
10044.0,669.5
10045.5,669.5
10046.0,670.5
10045.5,672.0
10045.0,670.5
10044.5,670.5
10043.5,670.5
10041.5,669.5
10041.0,669.5
10041.5,669.5
10041.0,669.5
10041.0,670.5
10040.0,670.5
10040.0,669.5
10040.5,670.5
10039.5,667.5
10039.5,669.5
10040.0,670.5
10040.0,670.5
10039.5,670.5
10039.5,669.5
10040.0,669.5
10041.0,670.5
10041.5,670.5
10042.5,671.5
10041.5,671.5
10042.0,669.5
10043.0,669.5
10042.5,668.5
10042.0,667.5
10042.0,668.5
10043.0,667.5
10045.5,669.5
10045.0,668.5
10046.5,670.5
10046.0,670.5
10047.5,671.5
10047.5,672.0
10048.0,673.5
10048.5,672.5
10049.0,673.5
10050.0,673.5
10049.5,673.0
10048.5,672.5
10047.0,671.0
10045.5,671.5
10046.0,672.5
10044.5,673.5
10044.5,673.0
10045.5,671.5
10045.0,671.5
10044.5,672.5
10044.5,673.5
10046.0,673.5
10045.5,671.5
10046.5,671.5
10045.5,670.5
10046.5,671.5
10047.0,671.5
10046.5,670.5
10046.0,670.5
10047.0,670.5
10047.5,668.5
10046.5,667.5
10045.5,667.5
10045.5,665.5
10045.0,665.5
10045.5,664.5
10046.0,665.5
10045.5,666.5
10045.5,665.5
10045.0,665.5
10046.5,665.5
10047.0,665.5
10048.0,666.5
10047.5,664.5
10048.0,666.5
10047.5,666.5
10047.5,669.0
10049.0,671.5
10051.0,671.5
10050.5,672.5
10050.5,673.5
10051.0,674.5
10050.5,673.5
10050.5,674.5
10049.0,671.5
10049.5,672.5
10049.0,670.5
10048.5,671.5
10049.5,671.5
10050.0,670.5
10052.0,670.5
10051.0,667.5
10049.0,666.5
10048.5,664.5
10048.5,664.5
10047.0,664.5
10046.5,663.5
10044.0,661.5
10044.0,660.5
10045.0,660.5
10046.0,661.5
10046.5,661.5
10047.0,662.5
10047.0,662.5
10048.0,663.5
10047.0,663.5
10047.0,666.5
10048.0,665.5
10047.0,665.5
10047.5,667.5
10048.0,668.5
10049.5,670.5
10048.5,669.5
10049.5,669.5
10048.0,669.5
10049.0,671.5
10050.5,673.5
10050.5,671.5
10051.5,672.5
10052.5,671.5
10052.0,672.5
10052.5,673.0
10052.5,672.5
10053.0,671.5
10053.5,671.5
10053.5,670.5
10053.5,671.5
10053.0,672.5
10052.0,671.5
10051.5,671.5
10051.5,672.5
10052.0,671.5
10051.0,671.0
10051.5,671.5
10050.5,670.0
10049.5,668.5
10048.0,668.5
10048.0,667.5
10047.5,667.5
10050.0,671.0
10048.5,669.5
10049.0,670.5
10047.5,669.5
10048.0,669.5
10046.5,667.0
10047.0,668.5
10046.5,667.5
10046.5,668.5
10046.0,669.5
10045.0,669.5
10045.0,669.5
10044.5,669.5
10044.5,668.5
10044.5,668.5
10043.0,667.5
10044.5,666.5
10044.5,667.5
10046.0,667.0
10045.0,667.5
10045.5,669.0
10047.0,669.5
10047.0,671.5
10045.5,670.5
10047.0,670.5
10047.5,672.5
10048.5,673.5
10047.5,674.5
10050.0,675.5
10048.5,675.5
10049.0,674.5
10048.5,674.5
10049.0,674.5
10048.0,672.5
10049.0,673.5
10048.0,672.5
10047.0,669.5
10046.5,667.5
10044.5,667.5
10045.5,667.5
10045.5,667.5
10045.0,665.5
10045.0,665.5
10044.0,665.5
10045.5,668.5
10046.5,669.5
10047.5,670.5
10047.5,669.5
10049.5,671.0
10050.5,669.5
10049.5,667.5
10049.5,668.5
10048.0,666.5
10047.0,664.5
10044.5,662.5
10043.5,661.5
10043.5,662.5
10042.5,660.0
10041.0,659.5
10040.0,660.0
10042.0,659.5
10044.0,661.0
10043.5,662.5
10044.0,662.5
10044.5,661.5
10044.5,663.5
10044.5,662.5
10043.5,662.5
10044.0,662.5
10045.0,665.5
10046.0,664.5
10046.5,663.5
10048.0,664.5
10050.5,665.5
10052.5,668.5
10055.0,670.5
10055.0,671.5
10054.0,671.5
10055.5,672.5
10058.5,673.5
10059.0,674.5
10059.0,674.5
10059.0,673.5
10060.0,674.0
10059.5,674.5
10059.0,672.5
10058.5,672.5
10058.0,672.5
10058.5,674.0
10057.5,673.5
10056.5,670.0
10056.5,670.5
10057.5,670.5
10058.5,670.5
10058.0,669.5
10056.0,667.5
10055.5,668.5
10054.5,667.5
10054.0,667.5
10054.0,668.5
10053.0,668.5
10052.5,666.0
10052.0,667.5
10052.5,667.5
10053.5,666.5
10051.5,665.5
10051.5,665.5
10052.5,665.5
10054.0,665.5
10054.5,667.5
10055.0,668.5
10056.0,668.5
10056.5,667.5
10056.0,669.0
10058.0,670.5
10056.5,669.5
10058.5,670.0
10058.0,670.0
10056.0,667.5
10056.0,667.5
10055.0,666.5
10056.5,668.0
10056.0,667.5
10055.5,665.5
10057.5,665.5
10056.5,665.5
10055.0,664.5
10055.5,664.5
10056.0,664.5
10055.5,663.5
10054.5,663.5
10055.5,664.5
10057.0,667.0
10056.5,666.0
10056.5,664.5
10058.0,665.0
10058.0,664.0
10058.0,664.5
10057.5,663.5
10057.5,664.5
10057.5,663.5
10058.5,664.5
10059.0,666.5
10059.5,667.0
10060.0,667.5
10060.5,668.5
10059.5,668.5
10059.5,667.0
10059.5,667.5
10061.5,667.5
10063.0,669.0
10065.0,670.0
10064.0,670.5
10064.5,670.5
10064.5,669.5
10065.0,669.5
10065.5,669.5
10066.0,670.5
10065.5,671.5
10065.0,672.5
10065.0,672.5
10065.0,671.5
10066.0,672.5
10066.0,672.5
10065.5,671.5
10066.0,672.5
10066.5,674.5
10066.5,674.5
10068.0,675.5
10067.5,674.5
10068.0,676.5
10069.0,674.5
10070.0,675.5
10070.0,675.5
10069.0,673.5
10069.0,674.5
10071.0,675.5
10071.0,675.5
10070.0,675.5
10071.0,674.5
10070.5,673.5
10070.5,673.5
10071.0,674.5
10069.5,674.0
10069.0,672.5
10067.0,670.5
10067.5,670.5
10066.0,670.5
10065.0,670.0
10065.5,669.0
10065.0,670.5
10066.5,670.5
10066.5,671.0
10068.0,673.5
10068.0,673.5
10067.0,673.5
10068.0,675.5
10068.0,676.5
10069.0,678.5
10068.0,678.5
10066.5,676.5
10067.0,677.5
10064.5,676.5
10065.0,677.5
10064.0,675.5
10065.0,676.5
10065.5,677.5
10064.5,676.0
10065.5,677.5
10065.5,677.5
10064.5,676.5
10065.0,677.5
10065.0,676.5
10062.5,673.5
10065.5,675.5
10067.5,676.5
10068.0,676.5
10068.0,677.5
10067.5,678.5
10068.0,679.0
10069.5,679.5
10071.5,679.5
10071.0,678.5
10071.0,679.5
10071.0,679.0
10071.0,679.5
10073.0,681.5
10072.0,681.5
10071.5,680.5
10071.0,680.5
10070.0,679.5
10071.5,680.5
10072.0,681.5
10071.0,681.5
10071.5,681.5
10070.0,679.5
10070.0,680.5
10070.5,681.5
10069.5,680.5
10069.5,681.5
10070.5,680.5
10069.0,679.5
10071.0,681.0
10071.0,682.5
10072.0,682.5
10071.0,683.5
10071.5,682.5
10070.5,682.5
10071.5,682.0
10072.0,683.0
10071.5,683.5
10072.0,684.5
10071.5,684.5
10071.5,684.5
10071.5,685.0
10072.5,686.5
10073.0,684.5
10074.5,683.5
10073.5,683.5
10072.5,682.5
10073.5,680.5
10074.0,679.0
10074.5,680.0
10073.5,680.5
10074.0,680.5
10073.5,678.5
10073.0,678.0
10074.0,677.5
10073.0,675.5
10074.0,674.5
10072.5,672.5
10073.0,673.5
10073.5,675.5
10072.0,675.5
10073.5,675.5
10072.5,674.5
10074.0,676.5
10074.5,676.0
10072.5,675.5
10071.5,676.5
10071.5,677.5
10073.0,677.5
10071.5,676.5
10074.0,677.5
10073.5,678.0
10073.5,676.5
10074.5,674.5
10074.5,676.5
10073.5,675.0
10072.5,673.5
10072.5,673.5
10071.5,673.5
10071.0,674.0
10070.0,674.0
10069.0,673.5
10069.5,673.5
10071.0,674.5
10072.5,675.5
10072.5,677.5
10073.0,678.5
10074.0,676.0
10074.0,676.5
10074.5,676.5
10075.0,676.5
10076.5,676.5
10077.0,676.5
10077.5,674.5
10077.5,675.5
10076.5,675.5
10076.0,674.5
10074.5,672.5
10074.5,674.0
10077.0,676.5
10076.0,675.5
10078.0,675.5
10078.0,675.0
10079.0,674.5
10078.5,675.5
10077.5,674.5
10078.5,675.5
10078.5,676.0
10079.0,675.5
10079.5,676.5
10080.0,676.5
10080.0,676.5
10079.0,673.5
10078.5,672.5
10079.5,673.5
10080.0,674.5
10079.5,673.5
10080.5,672.5
10080.5,673.5
10079.5,672.5
10079.5,671.5
10080.5,671.5
10079.5,670.5
10078.5,670.5
10079.0,671.5
10078.0,671.5
10078.0,673.5
10077.0,674.0
10076.0,675.5
10075.0,673.5
10075.5,674.5
10074.5,674.5
10075.5,675.5
10075.0,675.5
10075.5,675.5
10075.5,677.5
10075.5,676.5
10073.5,673.5
10073.0,674.5
10074.5,674.5
10075.0,675.5
10074.5,675.5
10075.5,677.5
10075.0,676.5
10075.0,676.5
10076.0,679.5
10076.0,679.5
10077.0,681.5
10077.5,682.5
10078.0,682.5
10077.5,680.5
10079.0,681.5
10079.0,681.5
10079.5,681.5
10079.0,682.5
10079.5,683.5
10078.5,681.5
10080.0,681.5
10080.0,684.0
10080.5,684.5
10080.0,684.5
10080.0,684.5
10080.5,681.5
10079.5,681.5
10079.0,680.5
10078.0,680.0
10076.0,679.5
10076.0,680.5
10078.0,681.5
10077.5,680.5
10078.0,680.5
10078.0,681.5
10077.5,683.5
10076.5,683.5
10077.0,682.5
10077.5,681.5
10078.0,680.5
10078.5,682.5
10078.5,680.5
10079.0,680.5
10077.5,679.5
10077.0,679.0
10077.5,678.5
10076.5,679.5
10076.5,677.5
10078.0,678.5
10076.5,678.5
10077.5,681.5
10078.0,681.5
10077.5,682.5
10077.0,680.5
10076.5,679.5
10076.5,680.5
10076.5,681.5
10078.0,683.0
10078.5,684.5
10078.5,684.5
10079.5,685.0
10078.5,684.5
10079.5,685.0
10079.5,684.5
10078.0,682.5
10077.5,682.5
10077.0,683.5
10075.0,683.5
10076.0,683.5
10074.5,682.5
10074.0,681.5
10073.5,681.5
10073.0,681.5
10073.0,680.5
10073.0,680.5
10074.5,680.5
10075.0,679.5
10072.5,680.5
10071.5,680.5
10072.0,680.5
10070.5,679.5
10068.5,677.5
10067.5,675.5
10068.0,675.5
10069.0,677.0
10071.0,677.5
10071.5,677.5
10070.5,677.5
10071.5,678.5
10072.0,677.5
10072.0,677.5
10072.5,677.5
10071.5,675.0
10072.0,675.5
10072.5,676.5
10071.5,676.0
10073.5,674.5
10072.5,675.5
10072.0,675.0
10072.0,673.5
10071.5,671.5
10071.5,672.5
10070.5,671.5
10071.5,671.5
10071.5,671.5
10070.5,669.5
10071.0,671.5
10070.5,672.5
10070.5,672.5
10070.0,670.5
10070.5,669.5
10070.0,669.5
10070.0,670.0
10070.0,670.5
10069.5,670.0
10068.5,670.5
10069.0,671.5
10070.0,672.5
10069.5,672.5
10072.0,674.5
10073.0,674.5
10073.5,673.5
10072.5,672.5
10071.5,671.5
10071.0,669.5
10071.0,670.5
10071.0,670.5
10070.5,668.5
10069.5,666.5
10068.0,665.5
10068.0,665.5
10067.0,665.5
10067.0,665.5
10066.5,663.5
10066.5,664.5
10066.0,664.5
10065.0,662.5
10066.0,662.0
10064.0,662.5
10064.0,664.0
10065.5,665.5
10064.5,666.5
10064.0,665.5
10063.5,664.5
10062.5,663.5
10062.0,664.5
10061.0,663.5
10061.5,664.5
10061.5,664.5
10061.0,662.5
10061.0,664.5
10062.0,665.5
10063.5,666.5
10064.0,665.5
10063.5,668.5
10064.0,669.5
10064.5,670.0
10064.0,669.5
10065.0,668.5
10064.5,667.5
10064.5,667.0
10066.0,667.5
10066.5,666.5
10066.5,666.5
10066.5,666.5
10066.5,665.5
10066.0,665.5
10065.5,666.5
10066.0,666.5
10068.0,667.5
10067.5,666.5
10067.0,666.5
10068.5,666.5
10068.0,665.5
10069.5,665.5
10069.0,664.5
10069.5,664.5
10069.5,664.5
10070.0,665.5
10071.5,667.5
10070.0,667.5
10070.5,666.5
10070.5,668.5
10069.0,666.5
10068.0,666.5
10068.0,666.5
10068.0,667.5
10068.5,668.0
10069.5,668.5
10070.5,667.5
10070.0,667.5
10070.0,666.5
10070.0,666.5
10071.0,665.5
10071.5,667.5
10072.0,665.5
10072.0,665.5
10072.0,666.5
10070.5,666.5
10070.5,666.5
10071.0,665.5
10072.0,667.5
10072.5,667.5
10073.0,668.5
10074.0,670.5
10073.5,670.5
10072.5,669.5
10073.5,671.5
10074.5,672.5
10074.5,671.5
10075.0,671.5
10075.0,671.5
10077.0,672.5
10076.0,669.5
10074.5,669.5
10077.0,668.5
10075.5,668.5
10075.5,667.5
10077.5,668.5
10079.0,669.0
10080.0,669.5
10078.5,668.5
10079.0,667.0
10079.0,667.5
10079.0,667.5
10078.5,667.5
10078.5,667.5
10079.0,668.5
10078.5,668.5
10079.0,668.5
10078.5,668.5
10078.5,667.5
10078.5,669.5
10080.0,671.5
10079.0,669.5
10077.0,669.5
10076.5,670.5
10075.5,669.5
10075.5,669.5
10074.5,668.5
10075.5,668.5
10076.0,669.5
10074.5,667.5
10073.5,667.5
10073.5,667.5
10071.5,665.5
10071.0,665.5
10070.5,666.5
10070.5,665.5
10073.0,665.5
10072.0,664.5
10073.0,664.5
10073.5,666.5
10074.0,665.5
10073.5,665.5
10073.5,664.5
10073.0,662.5
10074.5,662.5
10075.0,664.5
10075.0,667.5
10074.5,664.5
10075.5,666.5
10076.0,667.5
10076.5,668.0
10077.0,667.0
10076.0,666.5
10077.5,667.5
10077.0,667.5
10076.0,664.5
10074.5,663.5
10075.0,663.5
10076.0,664.5
10076.5,666.5
10077.5,667.5
10077.0,666.5
10077.0,665.5
10076.5,666.5
10075.5,665.0
10075.5,663.5
10073.5,662.5
10073.5,662.5
10074.0,662.5
10075.0,662.5
10074.0,661.5
10074.0,663.5
10074.5,664.5
10075.0,662.5
10075.0,662.5
10077.5,662.5
10077.5,663.5
10077.5,663.5
10080.0,665.5
10080.5,665.5
10080.0,665.0
10080.5,664.5
10080.0,665.5
10080.5,666.0
10080.5,664.5
10080.5,663.5
10082.0,662.5
10084.0,663.5
10084.0,664.0
10083.5,664.5
10084.5,664.5
10083.5,661.5
10084.5,661.5
10084.5,661.0
10085.5,661.5
10085.5,661.5
10086.0,661.5
10087.0,662.5
10088.0,662.5
10087.0,660.5
10088.0,661.0
10088.0,660.5
10088.0,662.5
10087.5,662.5
10086.5,662.0
10086.5,661.5
10088.0,660.5
10085.5,659.5
10084.5,659.5
10083.5,658.5
10083.5,656.5
10083.5,656.5
10082.5,656.0
10081.0,655.5
10080.0,654.5
10080.5,655.5
10082.0,657.0
10079.5,656.5
10082.5,656.5
10083.0,657.5
10083.0,658.5
10084.0,659.5
10084.0,659.5
10085.0,659.5
10084.5,659.5
10086.0,660.5
10086.5,661.5
10088.0,664.5
10086.5,663.5
10086.5,663.5
10085.5,662.5
10085.5,663.5
10085.5,663.5
10085.5,665.5
10085.5,666.5
10086.5,668.5
10085.5,666.5
10085.0,665.5
10085.0,666.5
10085.0,664.5
10084.5,664.5
10085.0,664.5
10086.0,665.5
10085.5,666.5
10085.0,666.5
10085.5,665.5
10085.5,666.5
10084.5,666.5
10084.0,667.5
10085.5,666.5
10085.0,666.5
10085.0,668.5
10085.0,669.5
10086.5,672.5
10085.5,672.5
10085.5,672.5
10085.5,671.5
10084.0,668.5
10084.5,667.5
10083.0,668.5
10084.0,667.5
10084.0,668.5
10082.0,666.5
10082.0,667.5
10084.5,667.5
10084.5,668.5
10085.0,667.5
10083.0,666.5
10084.0,666.5
10083.5,667.5
10086.0,669.5
10086.0,670.5
10085.0,669.5
10086.0,668.5
10086.5,667.5
10087.0,666.5
10089.5,668.0
10089.5,668.5
10088.5,668.5
10088.5,668.5
10089.5,669.5
10088.5,668.5
10087.5,668.5
10086.5,668.5
10086.0,668.5
10084.0,667.5
10084.0,667.5
10083.5,668.0
10083.0,668.5
10082.5,668.5
10084.0,669.5
10082.5,667.5
10081.5,666.5
10082.0,665.5
10083.5,668.5
10084.0,667.5
10083.0,665.5
10084.5,666.5
10084.0,666.5
10084.5,666.5
10084.5,667.5
10086.0,670.5
10086.5,669.5
10085.0,668.0
10085.5,668.0
10085.0,667.5
10086.0,667.5
10086.0,667.5
10087.0,666.5
10087.0,666.5
10087.5,665.0
10087.0,664.5
10086.0,664.5
10086.5,664.5
10085.0,664.5
10084.5,662.0
10085.0,661.5
10085.0,661.5
10084.5,660.5
10083.5,657.5
10082.5,656.5
10083.0,658.5
10085.0,660.5
10085.0,659.5
10084.0,659.0
10083.5,658.5
10084.0,659.5
10085.0,660.5
10084.5,659.5
10084.0,658.5
10084.5,659.0
10083.5,657.5
10084.0,657.5
10084.0,657.5
10083.5,659.5
10082.5,657.5
10081.5,657.0
10080.0,655.5
10079.0,656.5
10079.5,657.5
10080.0,657.5
10081.5,657.5
10082.0,658.5
10081.5,658.5
10080.0,656.5
10078.5,653.5
10078.5,653.5
10078.5,654.5
10079.5,654.5
10080.0,653.5
10082.5,654.5
10082.0,654.5
10081.5,654.5
10082.0,653.5
10082.0,652.5
10080.5,652.5
10080.0,652.5
10078.5,652.5
10079.5,655.5
10080.5,657.5
10081.0,657.5
10081.5,658.5
10082.0,659.5
10082.0,659.0
10082.5,659.5
10081.5,658.5
10081.0,658.5
10080.5,659.5
10080.5,659.5
10082.0,660.5
10082.5,661.5
10082.5,663.5
10083.5,665.0
10083.0,664.0
10082.0,663.5
10081.0,661.5
10080.0,659.5
10080.0,661.5
10082.0,661.5
10080.0,660.0
10081.5,658.5
10082.0,658.5
10082.5,658.5
10083.0,658.5
10082.0,657.5
10082.0,658.5
10083.0,659.5
10083.5,659.5
10084.5,661.5
10083.5,662.5
10085.5,663.5
10083.0,663.5
10084.5,664.0
10086.0,665.5
10086.5,666.5
10086.0,665.5
10085.5,664.5
10086.5,666.5
10086.0,666.5
10087.5,666.5
10088.5,666.5
10089.5,668.0
10088.5,666.5
10090.0,667.5
10089.5,668.0
10089.0,667.5
10089.5,667.5
10089.5,666.5
10089.5,667.5
10087.5,667.5
10087.5,666.5
10088.0,667.0
10090.0,667.5
10090.0,667.5
10087.5,666.5
10088.5,666.5
10089.0,666.5
10089.5,667.0
10089.5,666.5
10088.5,666.5
10089.5,666.5
10091.5,668.0
10090.0,669.5
10089.0,669.0
10088.5,667.5
10088.0,667.5
10089.0,668.5
10089.0,668.5
10089.5,667.5
10090.0,668.5
10089.0,667.5
10089.0,668.5
10090.0,669.5
10089.5,667.5
10090.5,670.5
10088.5,668.5
10091.5,668.5
10090.0,669.5
10091.0,668.5
10090.5,667.0
10088.5,666.5
10089.0,666.5
10089.0,667.5
10088.0,667.5
10089.0,666.5
10089.0,664.5
10091.0,664.5
10090.5,664.5
10090.0,664.5
10089.5,664.5
10089.0,664.5
10088.0,665.5
10089.5,667.5
10090.0,667.5
10089.5,668.5
10089.0,669.5
10088.5,666.5
10088.0,666.5
10087.0,664.5
10088.0,664.5
10086.5,663.5
10085.5,662.5
10086.0,662.5
10085.0,662.5
10084.5,662.5
10085.5,663.5
10084.5,661.5
10085.5,663.5
10084.5,664.5
10085.0,665.5
10087.0,665.0
10085.0,662.5
10085.5,662.5
10085.0,661.0
10085.0,659.5
10085.0,659.5
10086.5,661.0
10087.0,662.5
10087.5,663.5
10087.0,663.5
10086.5,663.5
10086.0,661.5
10085.0,661.0
10084.5,660.0
10083.0,658.5
10085.0,659.5
10085.0,660.5
10086.0,661.0
10087.5,663.5
10088.0,665.5
10086.5,667.5
10087.0,668.0
10086.0,667.5
10085.5,666.5
10084.5,666.5
10083.5,666.5
10086.0,666.5
10087.5,668.5
10089.0,670.5
10088.5,669.5
10088.5,669.5
10090.0,670.5
10089.0,671.5
10088.5,671.5
10087.0,670.5
10087.5,671.5
10087.0,671.5
10089.0,670.5
10089.0,670.5
10089.5,668.5
10090.5,668.5
10091.5,669.5
10092.5,670.5
10091.5,670.5
10092.0,671.5
10090.5,671.5
10092.0,670.5
10090.5,669.5
10092.5,670.5
10091.5,671.5
10093.5,672.5
10092.5,670.5
10091.0,668.5
10091.0,669.5
10091.5,667.5
10089.5,666.5
10090.0,664.5
10091.0,663.5
10090.0,664.5
10090.5,666.5
10090.0,668.0
10089.0,668.5
10088.0,668.5
10088.5,667.5
10088.0,666.5
10088.5,666.5
10089.0,668.5
10090.0,669.5
10088.5,668.5
10088.5,666.5
10087.5,667.0
10089.0,667.5
10088.5,666.5
10089.0,664.5
10090.0,666.5
10092.5,669.5
10093.0,669.5
10092.5,670.5
10093.0,669.5
10093.5,668.5
10093.0,668.5
10093.0,668.5
10093.5,668.5
10091.5,669.5
10092.0,669.5
10092.5,669.5
10090.0,668.5
10089.5,670.5
10091.0,669.5
10091.5,669.0
10092.0,670.5
10092.0,670.5
10090.5,667.5
10090.5,666.5
10090.5,666.5
10091.0,667.0
10088.5,664.5
10089.5,665.5
10088.0,663.5
10090.0,663.5
10091.0,665.5
10090.5,665.5
10090.5,664.5
10091.0,665.5
10090.5,666.5
10090.5,666.5
10091.5,668.5
10091.0,668.5
10093.5,667.5
10093.0,667.5
10092.5,667.5
10092.5,668.5
10090.0,667.5
10089.5,667.5
10089.0,668.5
10090.0,669.5
10088.0,669.5
10088.0,668.5
10088.5,668.5
10088.5,669.5
10089.0,669.5
10088.5,668.5
10089.0,668.5
10088.0,667.5
10088.0,668.5
10088.0,669.5
10088.5,669.5
